,time,username,likes
3188952,2018-02-26 05:00:00+00,splunk,63733
3188996,2018-02-26 05:00:00+00,siriusxm,1261958
3189004,2018-02-26 05:00:00+00,MarvellSemiconductor,1863
3189084,2018-02-26 05:00:00+00,LamResearchCorporation,58819
3189297,2018-02-26 05:00:00+00,ANSYSInc,97850
3189318,2018-02-26 05:00:00+00,MonsterEnergy,26378314
3189374,2018-02-26 05:00:00+00,CDWCorporation,111326
3189450,2018-02-26 05:00:00+00,Atlassian,172738
3189472,2018-02-26 05:00:00+00,Intel,38907967
3189650,2018-02-26 05:00:00+00,intuit,231385
3189668,2018-02-26 05:00:00+00,dollartree,2483789
3189684,2018-02-26 05:00:00+00,AutomaticDataProcessing,40810
3190078,2018-02-26 05:00:00+00,americanelectricpower,15940
3190157,2018-02-26 05:00:00+00,facebook,207307929
3190239,2018-02-26 05:00:00+00,skyworksinc,3660
3190416,2018-02-26 05:00:00+00,tesla,2617009
3190494,2018-02-26 05:00:00+00,dexcom,78773
3190506,2018-02-26 05:00:00+00,Google,25692262
3190546,2018-02-26 05:00:00+00,invisalign,271653
3190581,2018-02-26 05:00:00+00,xcelenergy,23294
3190593,2018-02-26 05:00:00+00,Starbucks,37229438
3190634,2018-02-26 05:00:00+00,Synopsys,21394
3190640,2018-02-26 05:00:00+00,netflix,43626787
3190714,2018-02-26 05:00:00+00,VeriskAnalytics,591
3190844,2018-02-26 05:00:00+00,Paychex,15238
3190863,2018-02-26 05:00:00+00,microchiptechnology,354785
3190876,2018-02-26 05:00:00+00,EA,4654622
3190889,2018-02-26 05:00:00+00,Cisco,1170747
3191119,2018-02-26 05:00:00+00,PepsiCo,249882
3191140,2018-02-26 05:00:00+00,DocuSign,197331
3191190,2018-02-26 05:00:00+00,Verisign,317901
3191199,2018-02-26 05:00:00+00,Copart,573732
3191252,2018-02-26 05:00:00+00,Cognizant,340905
3191302,2018-02-26 05:00:00+00,AMD,2687196
3191487,2018-02-26 05:00:00+00,oreillyautoparts,659651
3191564,2018-02-27 05:00:00+00,ANSYSInc,97954
3191588,2018-02-27 05:00:00+00,PayPal,5777704
3191606,2018-02-27 05:00:00+00,MonsterEnergy,26386556
3191716,2018-02-27 05:00:00+00,CDWCorporation,111356
3191755,2018-02-27 05:00:00+00,Cintas,19672
3191764,2018-02-27 05:00:00+00,oreillyautoparts,659633
3191902,2018-02-27 05:00:00+00,Walgreens,4518807
3191903,2018-02-27 05:00:00+00,Intel,38906335
3191931,2018-02-27 05:00:00+00,Atlassian,172787
3192266,2018-02-27 05:00:00+00,intuit,231884
3192302,2018-02-27 05:00:00+00,dollartree,2483734
3192332,2018-02-27 05:00:00+00,AutomaticDataProcessing,40821
3192397,2018-02-27 05:00:00+00,AnalogDevicesInc,118961
3192603,2018-02-27 05:00:00+00,Microsoft,12466613
3192645,2018-02-27 05:00:00+00,XilinxInc,20852
3192790,2018-02-27 05:00:00+00,mondelezinternational,194291
3192859,2018-02-27 05:00:00+00,PepsiCo,250037
3192878,2018-02-27 05:00:00+00,FOXTV,2546566
3193019,2018-02-27 05:00:00+00,DocuSign,197327
3193025,2018-02-27 05:00:00+00,autodesk,1198455
3193148,2018-02-27 05:00:00+00,americanelectricpower,15948
3193170,2018-02-27 05:00:00+00,nxpsemi,78036
3193218,2018-02-27 05:00:00+00,bookingcom,9742018
3193231,2018-02-27 05:00:00+00,Activision,880904
3193258,2018-02-27 05:00:00+00,facebook,207330537
3193414,2018-02-27 05:00:00+00,Verisign,317888
3193447,2018-02-27 05:00:00+00,skyworksinc,3667
3193467,2018-02-27 05:00:00+00,Copart,574884
3193558,2018-02-27 05:00:00+00,workday,16583
3193676,2018-02-27 05:00:00+00,Cognizant,340975
3193689,2018-02-27 05:00:00+00,Adobe,1147357
3193794,2018-02-27 05:00:00+00,GileadSciences,5095
3193802,2018-02-27 05:00:00+00,tesla,2619126
3193823,2018-02-27 05:00:00+00,Synopsys,21395
3193954,2018-02-27 05:00:00+00,dexcom,78889
3193984,2018-02-27 05:00:00+00,Google,25700672
3194015,2018-02-27 05:00:00+00,Fiserv,14045
3194057,2018-02-27 05:00:00+00,TripAdvisor,5532881
3194061,2018-02-27 05:00:00+00,invisalign,271753
3194079,2018-02-27 05:00:00+00,Costco,1702876
3194134,2018-02-27 05:00:00+00,xcelenergy,23309
3194162,2018-02-27 05:00:00+00,Starbucks,37226451
3194190,2018-02-27 05:00:00+00,MaximIntegrated,7413
3194258,2018-02-27 05:00:00+00,netflix,43646281
3194308,2018-02-27 05:00:00+00,AMD,2687192
3194408,2018-02-27 05:00:00+00,VeriskAnalytics,591
3194535,2018-02-27 05:00:00+00,IDEXX,46820
3194593,2018-02-27 05:00:00+00,Paychex,15246
3194615,2018-02-27 05:00:00+00,Amazon,28655212
3194724,2018-02-27 05:00:00+00,NetEaseOfficial,9848
3194792,2018-02-27 05:00:00+00,PACCARFinancial,688
3194811,2018-02-27 05:00:00+00,OfficialCSX,158256
3194828,2018-02-27 05:00:00+00,fastenalcompany,19832
3194874,2018-02-27 05:00:00+00,checkpointsoftware,39340
3194880,2018-02-27 05:00:00+00,illuminainc,15076
3194900,2018-02-27 05:00:00+00,asml,22188
3194908,2018-02-27 05:00:00+00,MercadoLibre,8975762
3195148,2018-02-27 05:00:00+00,NVIDIA,2230251
3195210,2018-02-27 05:00:00+00,Cerner,21752
3195212,2018-02-27 05:00:00+00,marriottinternational,360983
3195252,2018-02-27 05:00:00+00,microchiptechnology,354780
3195365,2018-02-27 05:00:00+00,EA,4654418
3195375,2018-02-27 05:00:00+00,splunk,63792
3195463,2018-02-27 05:00:00+00,siriusxm,1262300
3195468,2018-02-27 05:00:00+00,Cisco,1170816
3195473,2018-02-27 05:00:00+00,MarvellSemiconductor,1862
3195523,2018-02-27 05:00:00+00,Qualcomm,2798136
3195642,2018-02-27 05:00:00+00,LamResearchCorporation,58823
3195893,2018-02-27 05:00:00+00,lululemon,1982982
3196006,2018-02-27 05:00:00+00,Broadcom,12708
3196019,2018-02-28 05:00:00+00,illuminainc,15078
3196044,2018-02-28 05:00:00+00,GileadSciences,5104
3196111,2018-02-28 05:00:00+00,ANSYSInc,98076
3196164,2018-02-28 05:00:00+00,PayPal,5778147
3196169,2018-02-28 05:00:00+00,asml,22210
3196176,2018-02-28 05:00:00+00,tesla,2622065
3196214,2018-02-28 05:00:00+00,MonsterEnergy,26409862
3196240,2018-02-28 05:00:00+00,MercadoLibre,8989806
3196343,2018-02-28 05:00:00+00,Cisco,1170871
3196421,2018-02-28 05:00:00+00,CDWCorporation,111402
3196434,2018-02-28 05:00:00+00,oreillyautoparts,660400
3196500,2018-02-28 05:00:00+00,Cintas,19680
3196524,2018-02-28 05:00:00+00,MarvellSemiconductor,1864
3196651,2018-02-28 05:00:00+00,Broadcom,12714
3196693,2018-02-28 05:00:00+00,Synopsys,21397
3196729,2018-02-28 05:00:00+00,Fiserv,14045
3196789,2018-02-28 05:00:00+00,dexcom,79022
3196799,2018-02-28 05:00:00+00,Intel,38903702
3196801,2018-02-28 05:00:00+00,siriusxm,1262638
3196803,2018-02-28 05:00:00+00,Walgreens,4518922
3196919,2018-02-28 05:00:00+00,Google,25708133
3197044,2018-02-28 05:00:00+00,Atlassian,172879
3197174,2018-02-28 05:00:00+00,TripAdvisor,5537275
3197225,2018-02-28 05:00:00+00,invisalign,271841
3197287,2018-02-28 05:00:00+00,Costco,1703311
3197483,2018-02-28 05:00:00+00,Qualcomm,2798276
3197494,2018-02-28 05:00:00+00,xcelenergy,23324
3197536,2018-02-28 05:00:00+00,intuit,232389
3197561,2018-02-28 05:00:00+00,lululemon,1983757
3197601,2018-02-28 05:00:00+00,dollartree,2483700
3197610,2018-02-28 05:00:00+00,AutomaticDataProcessing,40835
3197623,2018-02-28 05:00:00+00,Starbucks,37224557
3197727,2018-02-28 05:00:00+00,MaximIntegrated,7419
3197732,2018-02-28 05:00:00+00,AnalogDevicesInc,119007
3198012,2018-02-28 05:00:00+00,netflix,43665494
3198120,2018-02-28 05:00:00+00,NVIDIA,2230293
3198187,2018-02-28 05:00:00+00,XilinxInc,20856
3198203,2018-02-28 05:00:00+00,Microsoft,12470410
3198322,2018-02-28 05:00:00+00,AMD,2687244
3198385,2018-02-28 05:00:00+00,fastenalcompany,19847
3198480,2018-02-28 05:00:00+00,mondelezinternational,194364
3198591,2018-02-28 05:00:00+00,Paychex,15248
3198610,2018-02-28 05:00:00+00,VeriskAnalytics,593
3198645,2018-02-28 05:00:00+00,marriottinternational,361051
3198679,2018-02-28 05:00:00+00,PepsiCo,250186
3198736,2018-02-28 05:00:00+00,FOXTV,2546838
3198772,2018-02-28 05:00:00+00,Cerner,21758
3198975,2018-02-28 05:00:00+00,microchiptechnology,354796
3199016,2018-02-28 05:00:00+00,DocuSign,197325
3199019,2018-02-28 05:00:00+00,autodesk,1198732
3199092,2018-02-28 05:00:00+00,IDEXX,46837
3199264,2018-02-28 05:00:00+00,americanelectricpower,15957
3199314,2018-02-28 05:00:00+00,LamResearchCorporation,58941
3199326,2018-02-28 05:00:00+00,nxpsemi,78046
3199407,2018-02-28 05:00:00+00,bookingcom,9756170
3199428,2018-02-28 05:00:00+00,Amazon,28657806
3199443,2018-02-28 05:00:00+00,Activision,880936
3199490,2018-02-28 05:00:00+00,facebook,207368798
3199856,2018-02-28 05:00:00+00,EA,4654156
3199870,2018-02-28 05:00:00+00,Verisign,317848
3199877,2018-02-28 05:00:00+00,skyworksinc,3683
3199881,2018-02-28 05:00:00+00,NetEaseOfficial,9946
3199926,2018-02-28 05:00:00+00,Copart,576333
3199966,2018-02-28 05:00:00+00,splunk,63876
3200095,2018-02-28 05:00:00+00,workday,16590
3200163,2018-02-28 05:00:00+00,PACCARFinancial,689
3200255,2018-02-28 05:00:00+00,OfficialCSX,158265
3200278,2018-02-28 05:00:00+00,checkpointsoftware,39420
3200344,2018-02-28 05:00:00+00,Cognizant,341079
3200372,2018-02-28 05:00:00+00,Adobe,1148010
3200744,2018-03-01 05:00:00+00,Adobe,1148402
3200758,2018-03-01 05:00:00+00,workday,16593
3200794,2018-03-01 05:00:00+00,bookingcom,9770284
3200797,2018-03-01 05:00:00+00,nxpsemi,78052
3200827,2018-03-01 05:00:00+00,FOXTV,2547005
3200846,2018-03-01 05:00:00+00,mondelezinternational,194421
3200879,2018-03-01 05:00:00+00,AnalogDevicesInc,119048
3200923,2018-03-01 05:00:00+00,Walgreens,4519081
3200957,2018-03-01 05:00:00+00,PayPal,5778378
3201082,2018-03-01 05:00:00+00,OfficialCSX,158275
3201087,2018-03-01 05:00:00+00,PACCARFinancial,689
3201188,2018-03-01 05:00:00+00,MercadoLibre,9004555
3201189,2018-03-01 05:00:00+00,asml,22250
3201282,2018-03-01 05:00:00+00,splunk,63930
3201305,2018-03-01 05:00:00+00,MarvellSemiconductor,1865
3201309,2018-03-01 05:00:00+00,siriusxm,1262899
3201534,2018-03-01 05:00:00+00,Atlassian,172954
3201571,2018-03-01 05:00:00+00,AutomaticDataProcessing,40849
3201797,2018-03-01 05:00:00+00,skyworksinc,3690
3201921,2018-03-01 05:00:00+00,invisalign,271972
3201934,2018-03-01 05:00:00+00,xcelenergy,23337
3201960,2018-03-01 05:00:00+00,netflix,43699667
3202152,2018-03-01 05:00:00+00,PepsiCo,250310
3202190,2018-03-01 05:00:00+00,Cognizant,341143
3202365,2018-03-01 05:00:00+00,GileadSciences,5114
3202389,2018-03-01 05:00:00+00,Fiserv,14052
3202495,2018-03-01 05:00:00+00,MaximIntegrated,7421
3202522,2018-03-01 05:00:00+00,Costco,1703817
3202590,2018-03-01 05:00:00+00,Cerner,21764
3202703,2018-03-01 05:00:00+00,TripAdvisor,5540766
3202778,2018-03-01 05:00:00+00,oreillyautoparts,660457
3202923,2018-03-01 05:00:00+00,Verisign,317813
3202924,2018-03-01 05:00:00+00,Copart,577022
3202953,2018-03-01 05:00:00+00,DocuSign,197320
3203023,2018-03-01 05:00:00+00,Google,25713870
3203079,2018-03-01 05:00:00+00,Cisco,1170947
3203087,2018-03-01 05:00:00+00,EA,4653899
3203093,2018-03-01 05:00:00+00,microchiptechnology,354793
3203164,2018-03-01 05:00:00+00,VeriskAnalytics,595
3203165,2018-03-01 05:00:00+00,Paychex,15251
3203209,2018-03-01 05:00:00+00,Synopsys,21402
3203228,2018-03-01 05:00:00+00,Starbucks,37222940
3203280,2018-03-01 05:00:00+00,dexcom,79186
3203328,2018-03-01 05:00:00+00,tesla,2623734
3203460,2018-03-01 05:00:00+00,facebook,207394813
3203490,2018-03-01 05:00:00+00,americanelectricpower,15969
3203598,2018-03-01 05:00:00+00,fastenalcompany,19856
3203694,2018-03-01 05:00:00+00,dollartree,2483632
3203706,2018-03-01 05:00:00+00,intuit,232592
3203793,2018-03-01 05:00:00+00,Intel,38900659
3203843,2018-03-01 05:00:00+00,CDWCorporation,111451
3203865,2018-03-01 05:00:00+00,MonsterEnergy,26426365
3203878,2018-03-01 05:00:00+00,ANSYSInc,98196
3203985,2018-03-01 05:00:00+00,LamResearchCorporation,59173
3204115,2018-03-01 05:00:00+00,NVIDIA,2230251
3204181,2018-03-01 05:00:00+00,illuminainc,15106
3204225,2018-03-01 05:00:00+00,NetEaseOfficial,10007
3204270,2018-03-01 05:00:00+00,IDEXX,46847
3204361,2018-03-01 05:00:00+00,marriottinternational,361079
3204399,2018-03-01 05:00:00+00,Qualcomm,2798311
3204442,2018-03-01 05:00:00+00,lululemon,1984455
3204450,2018-03-01 05:00:00+00,Broadcom,12718
3204488,2018-03-01 05:00:00+00,Cintas,19684
3204588,2018-03-01 05:00:00+00,XilinxInc,20861
3204595,2018-03-01 05:00:00+00,Microsoft,12473114
3204640,2018-03-01 05:00:00+00,autodesk,1199064
3204670,2018-03-01 05:00:00+00,Activision,881018
3204796,2018-03-01 05:00:00+00,AMD,2687085
3204932,2018-03-01 05:00:00+00,Amazon,28660054
3204933,2018-03-01 05:00:00+00,checkpointsoftware,39474
3205044,2018-03-02 05:00:00+00,NVIDIA,2230273
3205152,2018-03-02 05:00:00+00,dollartree,2483532
3205177,2018-03-02 05:00:00+00,DocuSign,197317
3205215,2018-03-02 05:00:00+00,intuit,232601
3205332,2018-03-02 05:00:00+00,Atlassian,173068
3205334,2018-03-02 05:00:00+00,splunk,63957
3205420,2018-03-02 05:00:00+00,MarvellSemiconductor,1865
3205432,2018-03-02 05:00:00+00,PepsiCo,250369
3205449,2018-03-02 05:00:00+00,siriusxm,1263186
3205662,2018-03-02 05:00:00+00,LamResearchCorporation,59371
3205664,2018-03-02 05:00:00+00,Intel,38898954
3205907,2018-03-02 05:00:00+00,CDWCorporation,111490
3206029,2018-03-02 05:00:00+00,MonsterEnergy,26427890
3206093,2018-03-02 05:00:00+00,ANSYSInc,98325
3206171,2018-03-02 05:00:00+00,MaximIntegrated,7428
3206244,2018-03-02 05:00:00+00,Costco,1704301
3206297,2018-03-02 05:00:00+00,Google,25717569
3206451,2018-03-02 05:00:00+00,Adobe,1148701
3206533,2018-03-02 05:00:00+00,workday,16600
3206603,2018-03-02 05:00:00+00,Cisco,1171030
3206611,2018-03-02 05:00:00+00,EA,4653765
3206612,2018-03-02 05:00:00+00,TripAdvisor,5544301
3206650,2018-03-02 05:00:00+00,microchiptechnology,354813
3206753,2018-03-02 05:00:00+00,Activision,881080
3206759,2018-03-02 05:00:00+00,bookingcom,9802933
3206770,2018-03-02 05:00:00+00,GileadSciences,5125
3206787,2018-03-02 05:00:00+00,nxpsemi,78054
3206901,2018-03-02 05:00:00+00,autodesk,1199338
3206971,2018-03-02 05:00:00+00,FOXTV,2548014
3206996,2018-03-02 05:00:00+00,VeriskAnalytics,595
3207008,2018-03-02 05:00:00+00,Paychex,15255
3207017,2018-03-02 05:00:00+00,oreillyautoparts,660444
3207124,2018-03-02 05:00:00+00,mondelezinternational,194509
3207128,2018-03-02 05:00:00+00,Microsoft,12475447
3207183,2018-03-02 05:00:00+00,XilinxInc,20859
3207192,2018-03-02 05:00:00+00,netflix,43742886
3207287,2018-03-02 05:00:00+00,AnalogDevicesInc,119058
3207303,2018-03-02 05:00:00+00,AMD,2687121
3207313,2018-03-02 05:00:00+00,Starbucks,37221528
3207404,2018-03-02 05:00:00+00,xcelenergy,23347
3207464,2018-03-02 05:00:00+00,invisalign,272076
3207580,2018-03-02 05:00:00+00,Walgreens,4519080
3207596,2018-03-02 05:00:00+00,dexcom,79334
3207679,2018-03-02 05:00:00+00,Cintas,19699
3207720,2018-03-02 05:00:00+00,Fiserv,14061
3207782,2018-03-02 05:00:00+00,PayPal,5779001
3207824,2018-03-02 05:00:00+00,tesla,2625566
3207896,2018-03-02 05:00:00+00,Broadcom,12721
3207912,2018-03-02 05:00:00+00,lululemon,1985088
3208107,2018-03-02 05:00:00+00,Qualcomm,2798401
3208257,2018-03-02 05:00:00+00,skyworksinc,3695
3208306,2018-03-02 05:00:00+00,marriottinternational,361141
3208489,2018-03-02 05:00:00+00,facebook,207422452
3208544,2018-03-02 05:00:00+00,OfficialCSX,158385
3208606,2018-03-02 05:00:00+00,PACCARFinancial,689
3208620,2018-03-02 05:00:00+00,americanelectricpower,16015
3208655,2018-03-02 05:00:00+00,Cognizant,341181
3208758,2018-03-02 05:00:00+00,IDEXX,46863
3208821,2018-03-02 05:00:00+00,checkpointsoftware,39556
3208922,2018-03-02 05:00:00+00,Verisign,317810
3208973,2018-03-02 05:00:00+00,NetEaseOfficial,10097
3208978,2018-03-02 05:00:00+00,Copart,577138
3209030,2018-03-02 05:00:00+00,AutomaticDataProcessing,40868
3209041,2018-03-02 05:00:00+00,Amazon,28662104
3209161,2018-03-02 05:00:00+00,Synopsys,21407
3209173,2018-03-02 05:00:00+00,illuminainc,15119
3209185,2018-03-02 05:00:00+00,fastenalcompany,19867
3209189,2018-03-02 05:00:00+00,MercadoLibre,9019234
3209198,2018-03-02 05:00:00+00,asml,22294
3209286,2018-03-02 05:00:00+00,Cerner,21778
3209575,2018-03-03 05:00:00+00,NVIDIA,2230330
3209584,2018-03-03 05:00:00+00,AMD,2687287
3209751,2018-03-03 05:00:00+00,Starbucks,37220381
3209760,2018-03-03 05:00:00+00,AnalogDevicesInc,119069
3209793,2018-03-03 05:00:00+00,dollartree,2483460
3209838,2018-03-03 05:00:00+00,DocuSign,197333
3209847,2018-03-03 05:00:00+00,Atlassian,173206
3209868,2018-03-03 05:00:00+00,Cerner,21784
3209919,2018-03-03 05:00:00+00,intuit,232594
3209996,2018-03-03 05:00:00+00,NetEaseOfficial,10159
3210073,2018-03-03 05:00:00+00,Copart,577632
3210127,2018-03-03 05:00:00+00,asml,22305
3210154,2018-03-03 05:00:00+00,splunk,63976
3210202,2018-03-03 05:00:00+00,xcelenergy,23356
3210335,2018-03-03 05:00:00+00,MarvellSemiconductor,1865
3210355,2018-03-03 05:00:00+00,facebook,207446413
3210367,2018-03-03 05:00:00+00,invisalign,272150
3210392,2018-03-03 05:00:00+00,siriusxm,1263723
3210531,2018-03-03 05:00:00+00,PepsiCo,250461
3210563,2018-03-03 05:00:00+00,checkpointsoftware,39625
3210804,2018-03-03 05:00:00+00,Walgreens,4519086
3210806,2018-03-03 05:00:00+00,LamResearchCorporation,59558
3210809,2018-03-03 05:00:00+00,OfficialCSX,158450
3210811,2018-03-03 05:00:00+00,Intel,38897903
3210890,2018-03-03 05:00:00+00,dexcom,79469
3211104,2018-03-03 05:00:00+00,Amazon,28663661
3211208,2018-03-03 05:00:00+00,Cintas,19705
3211297,2018-03-03 05:00:00+00,fastenalcompany,19879
3211304,2018-03-03 05:00:00+00,CDWCorporation,111525
3211312,2018-03-03 05:00:00+00,PACCARFinancial,689
3211416,2018-03-03 05:00:00+00,americanelectricpower,16044
3211503,2018-03-03 05:00:00+00,Fiserv,14063
3211537,2018-03-03 05:00:00+00,MonsterEnergy,26427102
3211586,2018-03-03 05:00:00+00,PayPal,5780047
3211704,2018-03-03 05:00:00+00,ANSYSInc,98431
3211722,2018-03-03 05:00:00+00,Cognizant,341215
3211815,2018-03-03 05:00:00+00,tesla,2627148
3211831,2018-03-03 05:00:00+00,MaximIntegrated,7435
3211981,2018-03-03 05:00:00+00,Costco,1704871
3212086,2018-03-03 05:00:00+00,Google,25721481
3212101,2018-03-03 05:00:00+00,Broadcom,12727
3212126,2018-03-03 05:00:00+00,Synopsys,21409
3212135,2018-03-03 05:00:00+00,lululemon,1985622
3212216,2018-03-03 05:00:00+00,AutomaticDataProcessing,40885
3212389,2018-03-03 05:00:00+00,MercadoLibre,9030737
3212391,2018-03-03 05:00:00+00,Adobe,1148925
3212506,2018-03-03 05:00:00+00,IDEXX,46866
3212567,2018-03-03 05:00:00+00,workday,16605
3212692,2018-03-03 05:00:00+00,Cisco,1171089
3212711,2018-03-03 05:00:00+00,EA,4653615
3212718,2018-03-03 05:00:00+00,TripAdvisor,5549981
3212784,2018-03-03 05:00:00+00,microchiptechnology,354824
3212904,2018-03-03 05:00:00+00,Qualcomm,2798564
3212991,2018-03-03 05:00:00+00,Activision,881122
3213004,2018-03-03 05:00:00+00,bookingcom,9810541
3213032,2018-03-03 05:00:00+00,GileadSciences,5130
3213059,2018-03-03 05:00:00+00,nxpsemi,78052
3213214,2018-03-03 05:00:00+00,illuminainc,15129
3213325,2018-03-03 05:00:00+00,autodesk,1199641
3213436,2018-03-03 05:00:00+00,FOXTV,2548642
3213492,2018-03-03 05:00:00+00,VeriskAnalytics,596
3213517,2018-03-03 05:00:00+00,skyworksinc,3700
3213535,2018-03-03 05:00:00+00,Paychex,15259
3213569,2018-03-03 05:00:00+00,oreillyautoparts,660419
3213669,2018-03-03 05:00:00+00,Microsoft,12477570
3213697,2018-03-03 05:00:00+00,Verisign,317810
3213716,2018-03-03 05:00:00+00,marriottinternational,361177
3213752,2018-03-03 05:00:00+00,mondelezinternational,194564
3213877,2018-03-03 05:00:00+00,netflix,43779930
3213886,2018-03-03 05:00:00+00,XilinxInc,20860
3214053,2018-03-04 05:00:00+00,oreillyautoparts,660414
3214201,2018-03-04 05:00:00+00,AMD,2687386
3214329,2018-03-04 05:00:00+00,Verisign,317790
3214337,2018-03-04 05:00:00+00,Copart,578181
3214390,2018-03-04 05:00:00+00,Synopsys,21414
3214396,2018-03-04 05:00:00+00,DocuSign,197341
3214418,2018-03-04 05:00:00+00,Cognizant,341239
3214425,2018-03-04 05:00:00+00,PepsiCo,250510
3214534,2018-03-04 05:00:00+00,Google,25724518
3214647,2018-03-04 05:00:00+00,Cisco,1171092
3214653,2018-03-04 05:00:00+00,EA,4653462
3214661,2018-03-04 05:00:00+00,microchiptechnology,354803
3214811,2018-03-04 05:00:00+00,VeriskAnalytics,596
3214889,2018-03-04 05:00:00+00,netflix,43806088
3214941,2018-03-04 05:00:00+00,Starbucks,37219483
3214956,2018-03-04 05:00:00+00,Paychex,15261
3214999,2018-03-04 05:00:00+00,xcelenergy,23366
3215007,2018-03-04 05:00:00+00,invisalign,272241
3215031,2018-03-04 05:00:00+00,checkpointsoftware,39675
3215060,2018-03-04 05:00:00+00,dexcom,79597
3215150,2018-03-04 05:00:00+00,tesla,2628500
3215317,2018-03-04 05:00:00+00,skyworksinc,3700
3215409,2018-03-04 05:00:00+00,facebook,207458542
3215464,2018-03-04 05:00:00+00,americanelectricpower,16067
3215733,2018-03-04 05:00:00+00,fastenalcompany,19888
3215853,2018-03-04 05:00:00+00,Atlassian,173325
3215880,2018-03-04 05:00:00+00,dollartree,2483407
3215894,2018-03-04 05:00:00+00,AutomaticDataProcessing,40901
3215905,2018-03-04 05:00:00+00,intuit,232585
3216083,2018-03-04 05:00:00+00,Intel,38897181
3216182,2018-03-04 05:00:00+00,CDWCorporation,111564
3216224,2018-03-04 05:00:00+00,MonsterEnergy,26425826
3216260,2018-03-04 05:00:00+00,ANSYSInc,98510
3216471,2018-03-04 05:00:00+00,LamResearchCorporation,59755
3216553,2018-03-04 05:00:00+00,siriusxm,1264122
3216563,2018-03-04 05:00:00+00,MarvellSemiconductor,1866
3216609,2018-03-04 05:00:00+00,splunk,63980
3216729,2018-03-04 05:00:00+00,NVIDIA,2230306
3216843,2018-03-04 05:00:00+00,asml,22324
3216873,2018-03-04 05:00:00+00,illuminainc,15135
3216889,2018-03-04 05:00:00+00,MercadoLibre,9040959
3216926,2018-03-04 05:00:00+00,Amazon,28665533
3216955,2018-03-04 05:00:00+00,NetEaseOfficial,10196
3217049,2018-03-04 05:00:00+00,IDEXX,46865
3217108,2018-03-04 05:00:00+00,PACCARFinancial,689
3217133,2018-03-04 05:00:00+00,OfficialCSX,158492
3217227,2018-03-04 05:00:00+00,marriottinternational,361198
3217305,2018-03-04 05:00:00+00,Qualcomm,2798698
3217372,2018-03-04 05:00:00+00,Cintas,19708
3217383,2018-03-04 05:00:00+00,lululemon,1986141
3217385,2018-03-04 05:00:00+00,Broadcom,12730
3217433,2018-03-04 05:00:00+00,PayPal,5780943
3217509,2018-03-04 05:00:00+00,Walgreens,4519115
3217613,2018-03-04 05:00:00+00,AnalogDevicesInc,119076
3217662,2018-03-04 05:00:00+00,XilinxInc,20857
3217704,2018-03-04 05:00:00+00,Microsoft,12478914
3217753,2018-03-04 05:00:00+00,FOXTV,2548665
3217774,2018-03-04 05:00:00+00,autodesk,1199847
3217828,2018-03-04 05:00:00+00,nxpsemi,78054
3217837,2018-03-04 05:00:00+00,bookingcom,9828456
3217840,2018-03-04 05:00:00+00,Activision,881160
3217921,2018-03-04 05:00:00+00,workday,16609
3217953,2018-03-04 05:00:00+00,Adobe,1149031
3218036,2018-03-04 05:00:00+00,Costco,1705374
3218064,2018-03-04 05:00:00+00,MaximIntegrated,7436
3218130,2018-03-04 05:00:00+00,mondelezinternational,194602
3218185,2018-03-04 05:00:00+00,Cerner,21786
3218281,2018-03-04 05:00:00+00,Fiserv,14066
3218377,2018-03-04 05:00:00+00,GileadSciences,5138
3218388,2018-03-04 05:00:00+00,TripAdvisor,5555731
3218520,2018-03-05 05:00:00+00,NVIDIA,2230372
3218555,2018-03-05 05:00:00+00,Atlassian,173464
3218774,2018-03-05 05:00:00+00,fastenalcompany,19890
3218798,2018-03-05 05:00:00+00,asml,22345
3218827,2018-03-05 05:00:00+00,Cerner,21789
3218880,2018-03-05 05:00:00+00,illuminainc,15139
3218933,2018-03-05 05:00:00+00,MercadoLibre,9054731
3219021,2018-03-05 05:00:00+00,Amazon,28669190
3219038,2018-03-05 05:00:00+00,Copart,578877
3219086,2018-03-05 05:00:00+00,NetEaseOfficial,10246
3219118,2018-03-05 05:00:00+00,AnalogDevicesInc,119099
3219192,2018-03-05 05:00:00+00,Verisign,317794
3219301,2018-03-05 05:00:00+00,Fiserv,14068
3219323,2018-03-05 05:00:00+00,IDEXX,46868
3219448,2018-03-05 05:00:00+00,americanelectricpower,16072
3219462,2018-03-05 05:00:00+00,PACCARFinancial,690
3219531,2018-03-05 05:00:00+00,OfficialCSX,158549
3219581,2018-03-05 05:00:00+00,facebook,207490849
3219759,2018-03-05 05:00:00+00,marriottinternational,361203
3219800,2018-03-05 05:00:00+00,skyworksinc,3703
3219948,2018-03-05 05:00:00+00,Qualcomm,2799117
3220118,2018-03-05 05:00:00+00,Cintas,19714
3220147,2018-03-05 05:00:00+00,Broadcom,12732
3220148,2018-03-05 05:00:00+00,lululemon,1986872
3220218,2018-03-05 05:00:00+00,tesla,2630186
3220300,2018-03-05 05:00:00+00,PayPal,5782177
3220452,2018-03-05 05:00:00+00,dexcom,79753
3220475,2018-03-05 05:00:00+00,Walgreens,4519363
3220486,2018-03-05 05:00:00+00,Synopsys,21416
3220512,2018-03-05 05:00:00+00,Paychex,15262
3220525,2018-03-05 05:00:00+00,checkpointsoftware,39754
3220589,2018-03-05 05:00:00+00,xcelenergy,23378
